BTC FULL CHAIN — REVERSE SOLVED FROM ZERO SPACE
nos3bl33d / (DFG) DeadFoxGroup | x^2 = x + 1
Generated 2026-04-10 22:54:47 UTC

METHOD: Start from zero space, reverse the axiom at each step
  Pentagon rotation: 72 deg = 530,887,154 nonces per difficulty adjustment
  Triangle rotation: 120 deg = 884,811,923 nonces per halvening
  Difficulty periods per halvening: 210000/2016 = 104.17
  Genesis nonce: 2083236893

STEP  BLOCK_HEIGHT  HALVENING  DIRECTION  NONCE_PRED      MIRROR          ROTATION_ACC
3820     7,701,120         36  FUTURE      1,462,482,529   1,639,328,599     620,754,364
3821     7,703,136         36  FUTURE        931,595,375   1,862,567,735   1,151,641,518
3822     7,705,152         36  FUTURE        400,708,221   2,102,583,831   1,682,528,672
3823     7,707,168         36  FUTURE      4,164,788,363   2,342,534,648   2,213,415,826
3824     7,709,184         36  FUTURE      3,633,901,209   2,582,550,744   2,744,302,980
3825     7,711,200         36  FUTURE      3,103,014,055   2,805,789,880   3,275,190,134
3826     7,713,216         36  FUTURE      2,572,126,901   3,045,740,441   3,806,077,288
3827     7,715,232         36  FUTURE      2,041,239,747   3,285,756,537      41,997,146
3828     7,717,248         36  FUTURE      1,510,352,593   3,508,930,138     572,884,300
3829     7,719,264         36  FUTURE        979,465,439   3,748,946,234   1,103,771,454
3830     7,721,280         36  FUTURE        448,578,285   3,988,962,330   1,634,658,608
3831     7,723,296         36  FUTURE      4,212,658,427   4,212,136,187   2,165,545,762
3832     7,725,312         36  FUTURE      3,681,771,273     157,250,523   2,696,432,916
3833     7,727,328         36  FUTURE      3,150,884,119     397,266,619   3,227,320,070
3834     7,729,344         36  FUTURE      2,619,996,965     637,217,180   3,758,207,224
3835     7,731,360         36  FUTURE      2,089,109,811     860,456,316   4,289,094,378
3836     7,733,376         36  FUTURE      1,558,222,657   1,100,472,412     525,014,236
3837     7,735,392         36  FUTURE      1,027,335,503   1,340,422,973   1,055,901,390
3838     7,737,408         36  FUTURE        496,448,349   1,563,662,109   1,586,788,544
3839     7,739,424         36  FUTURE      4,260,528,491   1,803,678,461   2,117,675,698
3840     7,741,440         36  FUTURE      3,729,641,337   2,043,629,022   2,648,562,852
3841     7,743,456         36  FUTURE      3,198,754,183   2,266,868,158   3,179,450,006
3842     7,745,472         36  FUTURE      2,667,867,029   2,506,818,719   3,710,337,160
3843     7,747,488         36  FUTURE      2,136,979,875   2,746,834,815   4,241,224,314
3844     7,749,504         36  FUTURE      1,606,092,721   2,970,073,951     477,144,172
3845     7,751,520         36  FUTURE      1,075,205,567   3,210,024,512   1,008,031,326
3846     7,753,536         36  FUTURE        544,318,413   3,450,040,608   1,538,918,480
3847     7,755,552         36  FUTURE         13,431,259   3,690,056,704   2,069,805,634
3848     7,757,568         36  FUTURE      3,777,511,401   3,913,230,561   2,600,692,788
3849     7,759,584         36  FUTURE      3,246,624,247   4,153,246,657   3,131,579,942
3850     7,761,600         36  FUTURE      2,715,737,093      98,360,993   3,662,467,096
3851     7,763,616         36  FUTURE      2,184,849,939     321,534,594   4,193,354,250
3852     7,765,632         36  FUTURE      1,653,962,785     561,550,690     429,274,108
3853     7,767,648         36  FUTURE      1,123,075,631     801,566,786     960,161,262
3854     7,769,664         36  FUTURE        592,188,477   1,024,740,387   1,491,048,416
3855     7,771,680         37  FUTURE      4,002,343,850   2,867,564,270   2,375,860,339
3856     7,773,696         37  FUTURE      3,471,456,696   3,090,803,406   2,906,747,493
3857     7,775,712         37  FUTURE      2,940,569,542   3,330,753,967   3,437,634,647
3858     7,777,728         37  FUTURE      2,409,682,388   3,570,770,063   3,968,521,801
3859     7,779,744         37  FUTURE      1,878,795,234   3,794,009,199     204,441,659
3860     7,781,760         37  FUTURE      1,347,908,080   4,033,959,760     735,328,813
3861     7,783,776         37  FUTURE        817,020,926   4,273,975,856   1,266,215,967
3862     7,785,792         37  FUTURE        286,133,772     202,247,697   1,797,103,121
3863     7,787,808         37  FUTURE      4,050,213,914     442,264,049   2,327,990,275
3864     7,789,824         37  FUTURE      3,519,326,760     682,280,145   2,858,877,429
3865     7,791,840         37  FUTURE      2,988,439,606     922,230,706   3,389,764,583
3866     7,793,856         37  FUTURE      2,457,552,452   1,145,469,842   3,920,651,737
3867     7,795,872         37  FUTURE      1,926,665,298   1,385,485,938     156,571,595
3868     7,797,888         37  FUTURE      1,395,778,144   1,625,436,499     687,458,749
3869     7,799,904         37  FUTURE        864,890,990   1,848,675,635   1,218,345,903
3870     7,801,920         37  FUTURE        334,003,836   2,088,691,731   1,749,233,057
3871     7,803,936         37  FUTURE      4,098,083,978   2,328,642,548   2,280,120,211
3872     7,805,952         37  FUTURE      3,567,196,824   2,551,881,684   2,811,007,365
3873     7,807,968         37  FUTURE      3,036,309,670   2,791,897,780   3,341,894,519
3874     7,809,984         37  FUTURE      2,505,422,516   3,031,848,341   3,872,781,673
3875     7,812,000         37  FUTURE      1,974,535,362   3,255,087,477     108,701,531
3876     7,814,016         37  FUTURE      1,443,648,208   3,495,038,038     639,588,685
3877     7,816,032         37  FUTURE        912,761,054   3,735,054,134   1,170,475,839
3878     7,818,048         37  FUTURE        381,873,900   3,975,070,230   1,701,362,993
3879     7,820,064         37  FUTURE      4,145,954,042   4,198,244,087   2,232,250,147
3880     7,822,080         37  FUTURE      3,615,066,888     143,358,423   2,763,137,301
3881     7,824,096         37  FUTURE      3,084,179,734     383,374,519   3,294,024,455
3882     7,826,112         37  FUTURE      2,553,292,580     606,548,120   3,824,911,609
3883     7,828,128         37  FUTURE      2,022,405,426     846,564,216      60,831,467
3884     7,830,144         37  FUTURE      1,491,518,272   1,086,580,312     591,718,621
3885     7,832,160         37  FUTURE        960,631,118   1,309,753,913   1,122,605,775
3886     7,834,176         37  FUTURE        429,743,964   1,549,770,009   1,653,492,929
3887     7,836,192         37  FUTURE      4,193,824,106   1,789,786,361   2,184,380,083
3888     7,838,208         37  FUTURE      3,662,936,952   2,029,736,922   2,715,267,237
3889     7,840,224         37  FUTURE      3,132,049,798   2,252,976,058   3,246,154,391
3890     7,842,240         37  FUTURE      2,601,162,644   2,492,926,619   3,777,041,545
3891     7,844,256         37  FUTURE      2,070,275,490   2,732,942,715      12,961,403
3892     7,846,272         37  FUTURE      1,539,388,336   2,956,181,851     543,848,557
3893     7,848,288         37  FUTURE      1,008,501,182   3,196,132,412   1,074,735,711
3894     7,850,304         37  FUTURE        477,614,028   3,436,148,508   1,605,622,865
3895     7,852,320         37  FUTURE      4,241,694,170   3,659,387,900   2,136,510,019
3896     7,854,336         37  FUTURE      3,710,807,016   3,899,338,461   2,667,397,173
3897     7,856,352         37  FUTURE      3,179,919,862   4,139,354,557   3,198,284,327
3898     7,858,368         37  FUTURE      2,649,032,708      67,691,933   3,729,171,481
3899     7,860,384         37  FUTURE      2,118,145,554     307,642,494   4,260,058,635
3900     7,862,400         37  FUTURE      1,587,258,400     547,658,590     495,978,493
3901     7,864,416         37  FUTURE      1,056,371,246     787,674,686   1,026,865,647
3902     7,866,432         37  FUTURE        525,484,092   1,010,848,287   1,557,752,801
3903     7,868,448         37  FUTURE      4,289,564,234   1,250,864,639   2,088,639,955
3904     7,870,464         37  FUTURE      3,758,677,080   1,490,815,200   2,619,527,109
3905     7,872,480         37  FUTURE      3,227,789,926   1,714,054,336   3,150,414,263
3906     7,874,496         37  FUTURE      2,696,902,772   1,954,070,432   3,681,301,417
3907     7,876,512         37  FUTURE      2,166,015,618   2,194,020,993   4,212,188,571
3908     7,878,528         37  FUTURE      1,635,128,464   2,417,260,129     448,108,429
3909     7,880,544         37  FUTURE      1,104,241,310   2,657,276,225     978,995,583
3910     7,882,560         37  FUTURE        573,354,156   2,897,226,786   1,509,882,737
3911     7,884,576         37  FUTURE         42,467,002   3,137,242,882   2,040,769,891
3912     7,886,592         37  FUTURE      3,806,547,144   3,360,482,274   2,571,657,045
3913     7,888,608         37  FUTURE      3,275,659,990   3,600,432,835   3,102,544,199
3914     7,890,624         37  FUTURE      2,744,772,836   3,840,448,931   3,633,431,353
3915     7,892,640         37  FUTURE      2,213,885,682   4,063,688,067   4,164,318,507
3916     7,894,656         37  FUTURE      1,682,998,528       8,736,868     400,238,365
3917     7,896,672         37  FUTURE      1,152,111,374     248,752,964     931,125,519
3918     7,898,688         37  FUTURE        621,224,220     471,926,565   1,462,012,673
3919     7,900,704         37  FUTURE         90,337,066     711,942,661   1,992,899,827
3920     7,902,720         37  FUTURE      3,854,417,208     951,959,013   2,523,786,981
3921     7,904,736         37  FUTURE      3,323,530,054   1,175,132,614   3,054,674,135
3922     7,906,752         37  FUTURE      2,792,642,900   1,415,148,710   3,585,561,289
3923     7,908,768         37  FUTURE      2,261,755,746   1,655,164,806   4,116,448,443
3924     7,910,784         37  FUTURE      1,730,868,592   1,895,115,367     352,368,301
3925     7,912,800         37  FUTURE      1,199,981,438   2,118,354,503     883,255,455
3926     7,914,816         37  FUTURE        669,094,284   2,358,370,599   1,414,142,609
3927     7,916,832         37  FUTURE        138,207,130   2,598,321,160   1,945,029,763
3928     7,918,848         37  FUTURE      3,902,287,272   2,821,560,552   2,475,916,917
3929     7,920,864         37  FUTURE      3,371,400,118   3,061,576,648   3,006,804,071
3930     7,922,880         37  FUTURE      2,840,512,964   3,301,527,209   3,537,691,225
3931     7,924,896         37  FUTURE      2,309,625,810   3,524,766,345   4,068,578,379
3932     7,926,912         37  FUTURE      1,778,738,656   3,764,716,906     304,498,237
3933     7,928,928         37  FUTURE      1,247,851,502   4,004,733,002     835,385,391
3934     7,930,944         37  FUTURE        716,964,348   4,227,972,138   1,366,272,545
3935     7,932,960         37  FUTURE        186,077,194     173,020,939   1,897,159,699
3936     7,934,976         37  FUTURE      3,950,157,336     413,037,291   2,428,046,853
3937     7,936,992         37  FUTURE      3,419,270,182     653,053,387   2,958,934,007
3938     7,939,008         37  FUTURE      2,888,383,028     876,226,988   3,489,821,161
3939     7,941,024         37  FUTURE      2,357,495,874   1,116,243,084   4,020,708,315
3940     7,943,040         37  FUTURE      1,826,608,720   1,356,259,180     256,628,173
3941     7,945,056         37  FUTURE      1,295,721,566   1,579,432,781     787,515,327
3942     7,947,072         37  FUTURE        764,834,412   1,819,448,877   1,318,402,481
3943     7,949,088         37  FUTURE        233,947,258   2,059,464,973   1,849,289,635
3944     7,951,104         37  FUTURE      3,998,027,400   2,282,638,830   2,380,176,789
3945     7,953,120         37  FUTURE      3,467,140,246   2,522,654,926   2,911,063,943
3946     7,955,136         37  FUTURE      2,936,253,092   2,762,605,487   3,441,951,097
3947     7,957,152         37  FUTURE      2,405,365,938   3,002,621,583   3,972,838,251
3948     7,959,168         37  FUTURE      1,874,478,784   3,225,860,719     208,758,109
3949     7,961,184         37  FUTURE      1,343,591,630   3,465,811,280     739,645,263
3950     7,963,200         37  FUTURE        812,704,476   3,705,827,376   1,270,532,417
3951     7,965,216         37  FUTURE        281,817,322   3,929,066,512   1,801,419,571
3952     7,967,232         37  FUTURE      4,045,897,464   4,169,017,329   2,332,306,725
3953     7,969,248         37  FUTURE      3,515,010,310     114,131,665   2,863,193,879
3954     7,971,264         37  FUTURE      2,984,123,156     337,370,801   3,394,081,033
3955     7,973,280         37  FUTURE      2,453,236,002     577,321,362   3,924,968,187
3956     7,975,296         37  FUTURE      1,922,348,848     817,337,458     160,888,045
3957     7,977,312         37  FUTURE      1,391,461,694   1,040,576,594     691,775,199
3958     7,979,328         37  FUTURE        860,574,540   1,280,527,155   1,222,662,353
3959     7,981,344         38  FUTURE      4,270,729,913   3,106,574,078   2,107,474,276
3960     7,983,360         38  FUTURE      3,739,842,759   3,346,590,174   2,638,361,430
3961     7,985,376         38  FUTURE      3,208,955,605   3,586,540,735   3,169,248,584
3962     7,987,392         38  FUTURE      2,678,068,451   3,809,779,871   3,700,135,738
3963     7,989,408         38  FUTURE      2,147,181,297   4,049,795,967   4,231,022,892
3964     7,991,424         38  FUTURE      1,616,294,143   4,289,746,528     466,942,750
3965     7,993,440         38  FUTURE      1,085,406,989     234,860,864     997,829,904
3966     7,995,456         38  FUTURE        554,519,835     458,034,465   1,528,717,058
3967     7,997,472         38  FUTURE         23,632,681     698,050,561   2,059,604,212
3968     7,999,488         38  FUTURE      3,787,712,823     938,066,913   2,590,491,366
3969     8,001,504         38  FUTURE      3,256,825,669   1,161,240,514   3,121,378,520
3970     8,003,520         38  FUTURE      2,725,938,515   1,401,256,610   3,652,265,674
3971     8,005,536         38  FUTURE      2,195,051,361   1,641,272,706   4,183,152,828
3972     8,007,552         38  FUTURE      1,664,164,207   1,864,446,307     419,072,686
3973     8,009,568         38  FUTURE      1,133,277,053   2,104,462,403     949,959,840
3974     8,011,584         38  FUTURE        602,389,899   2,344,478,499   1,480,846,994
3975     8,013,600         38  FUTURE         71,502,745   2,567,652,100   2,011,734,148
3976     8,015,616         38  FUTURE      3,835,582,887   2,807,668,452   2,542,621,302
3977     8,017,632         38  FUTURE      3,304,695,733   3,047,684,548   3,073,508,456
3978     8,019,648         38  FUTURE      2,773,808,579   3,287,635,109   3,604,395,610
3979     8,021,664         38  FUTURE      2,242,921,425   3,510,874,245   4,135,282,764
3980     8,023,680         38  FUTURE      1,712,034,271   3,750,824,806     371,202,622
3981     8,025,696         38  FUTURE      1,181,147,117   3,990,840,902     902,089,776
3982     8,027,712         38  FUTURE        650,259,963   4,214,080,038   1,432,976,930
3983     8,029,728         38  FUTURE        119,372,809     159,128,839   1,963,864,084
3984     8,031,744         38  FUTURE      3,883,452,951     399,145,191   2,494,751,238
3985     8,033,760         38  FUTURE      3,352,565,797     622,384,327   3,025,638,392
3986     8,035,776         38  FUTURE      2,821,678,643     862,334,888   3,556,525,546
3987     8,037,792         38  FUTURE      2,290,791,489   1,102,350,984   4,087,412,700
3988     8,039,808         38  FUTURE      1,759,904,335   1,325,590,120     323,332,558
3989     8,041,824         38  FUTURE      1,229,017,181   1,565,540,681     854,219,712
3990     8,043,840         38  FUTURE        698,130,027   1,805,556,777   1,385,106,866
3991     8,045,856         38  FUTURE        167,242,873   2,045,572,873   1,915,994,020
3992     8,047,872         38  FUTURE      3,931,323,015   2,268,746,730   2,446,881,174
3993     8,049,888         38  FUTURE      3,400,435,861   2,508,762,826   2,977,768,328
3994     8,051,904         38  FUTURE      2,869,548,707   2,748,713,387   3,508,655,482
3995     8,053,920         38  FUTURE      2,338,661,553   2,971,952,523   4,039,542,636
3996     8,055,936         38  FUTURE      1,807,774,399   3,211,968,619     275,462,494
3997     8,057,952         38  FUTURE      1,276,887,245   3,451,919,180     806,349,648
3998     8,059,968         38  FUTURE        746,000,091   3,675,158,316   1,337,236,802
3999     8,061,984         38  FUTURE        215,112,937   3,915,174,412   1,868,123,956
4000     8,064,000         38  FUTURE      3,979,193,079   4,155,125,229   2,399,011,110
4001     8,066,016         38  FUTURE      3,448,305,925     100,239,565   2,929,898,264
4002     8,068,032         38  FUTURE      2,917,418,771     323,478,701   3,460,785,418
4003     8,070,048         38  FUTURE      2,386,531,617     563,429,262   3,991,672,572
4004     8,072,064         38  FUTURE      1,855,644,463     803,445,358     227,592,430
4005     8,074,080         38  FUTURE      1,324,757,309   1,026,684,494     758,479,584
4006     8,076,096         38  FUTURE        793,870,155   1,266,635,055   1,289,366,738
4007     8,078,112         38  FUTURE        262,983,001   1,506,651,151   1,820,253,892
4008     8,080,128         38  FUTURE      4,027,063,143   1,729,825,008   2,351,141,046
4009     8,082,144         38  FUTURE      3,496,175,989   1,969,841,104   2,882,028,200
4010     8,084,160         38  FUTURE      2,965,288,835   2,209,857,200   3,412,915,354
4011     8,086,176         38  FUTURE      2,434,401,681   2,433,030,801   3,943,802,508
4012     8,088,192         38  FUTURE      1,903,514,527   2,673,046,897     179,722,366
4013     8,090,208         38  FUTURE      1,372,627,373   2,913,062,993     710,609,520
4014     8,092,224         38  FUTURE        841,740,219   3,153,013,554   1,241,496,674
4015     8,094,240         38  FUTURE        310,853,065   3,376,252,690   1,772,383,828
4016     8,096,256         38  FUTURE      4,074,933,207   3,616,269,042   2,303,270,982
4017     8,098,272         38  FUTURE      3,544,046,053   3,856,219,603   2,834,158,136
4018     8,100,288         38  FUTURE      3,013,158,899   4,079,458,739   3,365,045,290
4019     8,102,304         38  FUTURE      2,482,271,745      24,573,075   3,895,932,444
4020     8,104,320         38  FUTURE      1,951,384,591     264,523,636     131,852,302
4021     8,106,336         38  FUTURE      1,420,497,437     487,762,772     662,739,456
4022     8,108,352         38  FUTURE        889,610,283     727,713,333   1,193,626,610
4023     8,110,368         38  FUTURE        358,723,129     967,729,429   1,724,513,764
4024     8,112,384         38  FUTURE      4,122,803,271   1,207,745,781   2,255,400,918
4025     8,114,400         38  FUTURE      3,591,916,117   1,430,919,382   2,786,288,072
4026     8,116,416         38  FUTURE      3,061,028,963   1,670,935,478   3,317,175,226
4027     8,118,432         38  FUTURE      2,530,141,809   1,910,951,574   3,848,062,380
4028     8,120,448         38  FUTURE      1,999,254,655   2,134,125,175      83,982,238
4029     8,122,464         38  FUTURE      1,468,367,501   2,374,141,271     614,869,392
4030     8,124,480         38  FUTURE        937,480,347   2,614,157,367   1,145,756,546
4031     8,126,496         38  FUTURE        406,593,193   2,837,330,968   1,676,643,700
4032     8,128,512         38  FUTURE      4,170,673,335   3,077,347,320   2,207,530,854
4033     8,130,528         38  FUTURE      3,639,786,181   3,317,363,416   2,738,418,008
4034     8,132,544         38  FUTURE      3,108,899,027   3,540,537,017   3,269,305,162
4035     8,134,560         38  FUTURE      2,578,011,873   3,780,553,113   3,800,192,316
4036     8,136,576         38  FUTURE      2,047,124,719   4,020,503,674      36,112,174
4037     8,138,592         38  FUTURE      1,516,237,565   4,260,519,770     566,999,328
4038     8,140,608         38  FUTURE        985,350,411     188,857,146   1,097,886,482
4039     8,142,624         38  FUTURE        454,463,257     428,807,707   1,628,773,636
4040     8,144,640         38  FUTURE      4,218,543,399     668,824,059   2,159,660,790
4041     8,146,656         38  FUTURE      3,687,656,245     892,063,195   2,690,547,944
4042     8,148,672         38  FUTURE      3,156,769,091   1,132,013,756   3,221,435,098
4043     8,150,688         38  FUTURE      2,625,881,937   1,372,029,852   3,752,322,252
4044     8,152,704         38  FUTURE      2,094,994,783   1,595,268,988   4,283,209,406
4045     8,154,720         38  FUTURE      1,564,107,629   1,835,219,549     519,129,264
4046     8,156,736         38  FUTURE      1,033,220,475   2,075,235,645   1,050,016,418
4047     8,158,752         38  FUTURE        502,333,321   2,315,251,741   1,580,903,572
4048     8,160,768         38  FUTURE      4,266,413,463   2,538,425,598   2,111,790,726
4049     8,162,784         38  FUTURE      3,735,526,309   2,778,441,694   2,642,677,880
4050     8,164,800         38  FUTURE      3,204,639,155   3,018,392,255   3,173,565,034
4051     8,166,816         38  FUTURE      2,673,752,001   3,241,631,391   3,704,452,188
4052     8,168,832         38  FUTURE      2,142,864,847   3,481,647,487   4,235,339,342
4053     8,170,848         38  FUTURE      1,611,977,693   3,721,598,048     471,259,200
4054     8,172,864         38  FUTURE      1,081,090,539   3,944,837,184   1,002,146,354
4055     8,174,880         38  FUTURE        550,203,385   4,184,853,280   1,533,033,508
4056     8,176,896         38  FUTURE         19,316,231     129,902,081   2,063,920,662
4057     8,178,912         38  FUTURE      3,783,396,373     353,141,473   2,594,807,816
4058     8,180,928         38  FUTURE      3,252,509,219     593,157,569   3,125,694,970
4059     8,182,944         38  FUTURE      2,721,622,065     833,108,130   3,656,582,124
4060     8,184,960         38  FUTURE      2,190,734,911   1,073,124,226   4,187,469,278
4061     8,186,976         38  FUTURE      1,659,847,757   1,296,363,362     423,389,136
4062     8,188,992         38  FUTURE      1,128,960,603   1,536,313,923     954,276,290
4063     8,191,008         39  FUTURE        244,148,680   3,362,360,590   1,839,088,213
4064     8,193,024         39  FUTURE      4,008,228,822   3,602,376,942   2,369,975,367
4065     8,195,040         39  FUTURE      3,477,341,668   3,825,550,543   2,900,862,521
4066     8,197,056         39  FUTURE      2,946,454,514   4,065,566,639   3,431,749,675
4067     8,199,072         39  FUTURE      2,415,567,360      10,680,975   3,962,636,829
4068     8,201,088         39  FUTURE      1,884,680,206     250,631,536     198,556,687
4069     8,203,104         39  FUTURE      1,353,793,052     473,870,672     729,443,841
4070     8,205,120         39  FUTURE        822,905,898     713,821,233   1,260,330,995
4071     8,207,136         39  FUTURE        292,018,744     953,837,329   1,791,218,149
4072     8,209,152         39  FUTURE      4,056,098,886   1,177,076,721   2,322,105,303
4073     8,211,168         39  FUTURE      3,525,211,732   1,417,027,282   2,852,992,457
4074     8,213,184         39  FUTURE      2,994,324,578   1,657,043,378   3,383,879,611
4075     8,215,200         39  FUTURE      2,463,437,424   1,880,282,514   3,914,766,765
4076     8,217,216         39  FUTURE      1,932,550,270   2,120,233,075     150,686,623
4077     8,219,232         39  FUTURE      1,401,663,116   2,360,249,171     681,573,777
4078     8,221,248         39  FUTURE        870,775,962   2,600,265,267   1,212,460,931
4079     8,223,264         39  FUTURE        339,888,808   2,823,438,868   1,743,348,085
4080     8,225,280         39  FUTURE      4,103,968,950   3,063,455,220   2,274,235,239
4081     8,227,296         39  FUTURE      3,573,081,796   3,303,471,316   2,805,122,393
4082     8,229,312         39  FUTURE      3,042,194,642   3,526,644,917   3,336,009,547
4083     8,231,328         39  FUTURE      2,511,307,488   3,766,661,013   3,866,896,701
4084     8,233,344         39  FUTURE      1,980,420,334   4,006,611,574     102,816,559
4085     8,235,360         39  FUTURE      1,449,533,180   4,229,850,710     633,703,713
4086     8,237,376         39  FUTURE        918,646,026     174,965,046   1,164,590,867
4087     8,239,392         39  FUTURE        387,758,872     414,915,607   1,695,478,021
4088     8,241,408         39  FUTURE      4,151,839,014     638,154,999   2,226,365,175
4089     8,243,424         39  FUTURE      3,620,951,860     878,171,095   2,757,252,329
4090     8,245,440         39  FUTURE      3,090,064,706   1,118,121,656   3,288,139,483
4091     8,247,456         39  FUTURE      2,559,177,552   1,358,137,752   3,819,026,637
4092     8,249,472         39  FUTURE      2,028,290,398   1,581,376,888      54,946,495
4093     8,251,488         39  FUTURE      1,497,403,244   1,821,327,449     585,833,649
4094     8,253,504         39  FUTURE        966,516,090   2,061,343,545   1,116,720,803
4095     8,255,520         39  FUTURE        435,628,936   2,284,582,681   1,647,607,957
4096     8,257,536         39  FUTURE      4,199,709,078   2,524,533,498   2,178,495,111
4097     8,259,552         39  FUTURE      3,668,821,924   2,764,549,594   2,709,382,265
4098     8,261,568         39  FUTURE      3,137,934,770   2,987,723,195   3,240,269,419
4099     8,263,584         39  FUTURE      2,607,047,616   3,227,739,291   3,771,156,573
4100     8,265,600         39  FUTURE      2,076,160,462   3,467,755,387       7,076,431
4101     8,267,616         39  FUTURE      1,545,273,308   3,707,705,948     537,963,585
4102     8,269,632         39  FUTURE      1,014,386,154   3,930,945,084   1,068,850,739
4103     8,271,648         39  FUTURE        483,499,000   4,170,961,180   1,599,737,893
4104     8,273,664         39  FUTURE      4,247,579,142     116,010,237   2,130,625,047
4105     8,275,680         39  FUTURE      3,716,691,988     339,249,373   2,661,512,201
4106     8,277,696         39  FUTURE      3,185,804,834     579,265,469   3,192,399,355
4107     8,279,712         39  FUTURE      2,654,917,680     819,216,030   3,723,286,509
4108     8,281,728         39  FUTURE      2,124,030,526   1,042,455,166   4,254,173,663
4109     8,283,744         39  FUTURE      1,593,143,372   1,282,471,262     490,093,521
4110     8,285,760         39  FUTURE      1,062,256,218   1,522,421,823   1,020,980,675
4111     8,287,776         39  FUTURE        531,369,064   1,745,660,959   1,551,867,829
4112     8,289,792         39  FUTURE            481,910   1,985,611,520   2,082,754,983
4113     8,291,808         39  FUTURE      3,764,562,052   2,225,627,872   2,613,642,137
4114     8,293,824         39  FUTURE      3,233,674,898   2,465,643,968   3,144,529,291
4115     8,295,840         39  FUTURE      2,702,787,744   2,688,817,569   3,675,416,445
4116     8,297,856         39  FUTURE      2,171,900,590   2,928,833,665   4,206,303,599
4117     8,299,872         39  FUTURE      1,641,013,436   3,168,849,761     442,223,457
4118     8,301,888         39  FUTURE      1,110,126,282   3,392,023,362     973,110,611
4119     8,303,904         39  FUTURE        579,239,128   3,632,039,458   1,503,997,765
4120     8,305,920         39  FUTURE         48,351,974   3,872,055,554   2,034,884,919
4121     8,307,936         39  FUTURE      3,812,432,116   4,095,229,411   2,565,772,073
4122     8,309,952         39  FUTURE      3,281,544,962      40,343,747   3,096,659,227
4123     8,311,968         39  FUTURE      2,750,657,808     280,359,843   3,627,546,381
4124     8,313,984         39  FUTURE      2,219,770,654     503,533,444   4,158,433,535
4125     8,316,000         39  FUTURE      1,688,883,500     743,549,540     394,353,393
4126     8,318,016         39  FUTURE      1,157,996,346     983,500,101     925,240,547
4127     8,320,032         39  FUTURE        627,109,192   1,223,516,197   1,456,127,701
4128     8,322,048         39  FUTURE         96,222,038   1,446,755,333   1,987,014,855
4129     8,324,064         39  FUTURE      3,860,302,180   1,686,706,150   2,517,902,009
4130     8,326,080         39  FUTURE      3,329,415,026   1,926,722,246   3,048,789,163
4131     8,328,096         39  FUTURE      2,798,527,872   2,149,961,382   3,579,676,317
4132     8,330,112         39  FUTURE      2,267,640,718   2,389,911,943   4,110,563,471
4133     8,332,128         39  FUTURE      1,736,753,564   2,629,928,039     346,483,329
4134     8,334,144         39  FUTURE      1,205,866,410   2,853,167,175     877,370,483
4135     8,336,160         39  FUTURE        674,979,256   3,093,117,736   1,408,257,637
4136     8,338,176         39  FUTURE        144,092,102   3,333,133,832   1,939,144,791
4137     8,340,192         39  FUTURE      3,908,172,244   3,573,150,184   2,470,031,945
4138     8,342,208         39  FUTURE      3,377,285,090   3,796,323,785   3,000,919,099
4139     8,344,224         39  FUTURE      2,846,397,936   4,036,339,881   3,531,806,253
4140     8,346,240         39  FUTURE      2,315,510,782   4,276,290,442   4,062,693,407
4141     8,348,256         39  FUTURE      1,784,623,628     204,627,818     298,613,265
4142     8,350,272         39  FUTURE      1,253,736,474     444,643,914     829,500,419
4143     8,352,288         39  FUTURE        722,849,320     684,594,475   1,360,387,573
4144     8,354,304         39  FUTURE        191,962,166     907,833,611   1,891,274,727
4145     8,356,320         39  FUTURE      3,956,042,308   1,147,849,963   2,422,161,881
4146     8,358,336         39  FUTURE      3,425,155,154   1,387,800,524   2,953,049,035
4147     8,360,352         39  FUTURE      2,894,268,000   1,611,039,660   3,483,936,189
4148     8,362,368         39  FUTURE      2,363,380,846   1,851,055,756   4,014,823,343
4149     8,364,384         39  FUTURE      1,832,493,692   2,091,006,317     250,743,201
4150     8,366,400         39  FUTURE      1,301,606,538   2,331,022,413     781,630,355
4151     8,368,416         39  FUTURE        770,719,384   2,554,261,549   1,312,517,509
4152     8,370,432         39  FUTURE        239,832,230   2,794,212,110   1,843,404,663
4153     8,372,448         39  FUTURE      4,003,912,372   3,034,228,462   2,374,291,817
4154     8,374,464         39  FUTURE      3,473,025,218   3,257,402,063   2,905,178,971
4155     8,376,480         39  FUTURE      2,942,138,064   3,497,418,159   3,436,066,125
4156     8,378,496         39  FUTURE      2,411,250,910   3,737,434,255   3,966,953,279
4157     8,380,512         39  FUTURE      1,880,363,756   3,960,607,856     202,873,137
4158     8,382,528         39  FUTURE      1,349,476,602   4,200,623,952     733,760,291
4159     8,384,544         39  FUTURE        818,589,448     145,738,288   1,264,647,445
4160     8,386,560         39  FUTURE        287,702,294     385,688,849   1,795,534,599
4161     8,388,576         39  FUTURE      4,051,782,436     608,928,241   2,326,421,753
4162     8,390,592         39  FUTURE      3,520,895,282     848,944,337   2,857,308,907
4163     8,392,608         39  FUTURE      2,990,008,128   1,088,894,898   3,388,196,061
4164     8,394,624         39  FUTURE      2,459,120,974   1,312,134,034   3,919,083,215
4165     8,396,640         39  FUTURE      1,928,233,820   1,552,150,130     155,003,073
